LineNumber,Syllable,Anceps,Lucus,,
468,fi,short,short,,
468,mo,elision,elision,,
,,,,,
468,e,long,long,,
468,ver,UNK,short,,
468,sum,long,long,,
,,,,,
468,so,short,short,,
468,lo,UNK,long,,
,,,,,
469,ad,UNK,short,,
469,ver,long,long,,
469,sus,short,short,,
,,,,,
469,eu,short,short,,
469,ro,short,short,,
,,,,,
469,zep,short,short,,
469,hy,short,short,,
469,rus,short,short,,
,,,,,
469,et,long,long,,
,,,,,
469,bo,short,short,,
469,re,short,short,,
469,ae,UNK,long,,
,,,,,
469,no,short,short,,
469,tus,UNK,short,?,name? Wind?
,,,,,
470,su,short,short,,
470,a,short,short,,
,,,,,
470,quis,long,long,,
470,que,short,short,,
,,,,,
470,mit,long,long,,
470,tunt,UNK,short,,
,,,,,
470,te,long,long,,
470,la,elision,elision,,
,,,,,
470,et,short,short,,
,,,,,
470,in,long,long,,
470,fes,UNK,short,,
470,ti,long,long,,
,,,,,
470,fre,short,short,,
470,tum,UNK,short,,
,,,,,
471,e,UNK,long,,
471,mo,long,long,,
471,li,short,short,,
471,un,long,long,,
471,tur,UNK,short,,
,,,,,
471,tur,long,long,,
471,bo,short,short,,
,,,,,
471,con,long,long,,
471,vo,UNK,short,,
471,lit,long,long,,
,,,,,
471,ma,short,short,,
471,re,UNK,short,,
,,,,,
472,li,short,short,,
472,by,short,short,,
472,cus,long,long,,
,,,,,
472,que,elision,elision,,
472,ha,short,short,,
472,re,long,long,,
472,nas,UNK,long,,
,,,,,
472,aus,UNK,long,,
472,ter,short,short,,
,,,,,
472,ac,long,long,,
,,,,,
472,syr,UNK,short,,
472,tes,long,long,,
,,,,,
472,a,short,short,,
472,git,UNK,short,,
,,,,,
473,nec,UNK,short,,
,,,,,
473,ma,short,short,,
473,net,short,short,,
,,,,,
473,in,short,short,,
,,,,,
473,aus,UNK,long,,
473,tro,UNK,long,,
,,,,,
473,fit,long,long,,
473,gra,short,short,,
473,vis,long,long,,
,,,,,
473,nim,UNK,short,,
473,bis,long,long,,
,,,,,
473,no,short,short,,
473,tus,UNK,short,,
,,,,,
474,im,UNK,short,,
474,bre,elision,elision,,
,,,,,
474,au,UNK,long,,
474,get,short,short,,
,,,,,
474,un,long,long,,
474,das,UNK,long,,
,,,,,
474,eu,long,long,,
474,rus,short,short,,
,,,,,
474,o,short,short,,
474,ri,short,short,,
474,en,UNK,short,,
474,tem,long,long,,
,,,,,
474,mo,short,short,,
474,vet,UNK,short,,
,,,,,
475,na,short,short,,
475,ba,short,short,,
475,tae,UNK,long,,
475,a,short,short,,
,,,,,
475,qua,short,short,,
475,ti,short,short,,
475,ens,UNK,long,,
,,,,,
475,reg,long,long,,
475,na,elision,elision,,
,,,,,
475,et,short,short,,
,,,,,
475,e,long,long,,
475,o,UNK,short,?,
475,os,long,long,,
,,,,,
475,si,short,short,,
475,nus,UNK,short,,
,,,,,
476,quid,UNK,short,,
476,ra,short,short,,
476,bi,short,short,,
476,dus,short,short,,
,,,,,
476,o,long,long,,
476,ra,UNK,long,?,Plural accusative?
,,,,,
476,co,long,long,,
476,rus,short,short,,
,,,,,
476,o,long,long,,
476,ce,short,short,,
476,a,short,short,,
476,no,elision,elision,,
,,,,,
476,ex,long,long,,
476,e,short,short,,
476,rens,UNK,long,,
,,,,,
477,mun,UNK,short,,
477,dum,long,long,,
,,,,,
477,re,short,short,,
477,vel,long,long,,
477,li,UNK,long,,
,,,,,
477,se,long,long,,
477,di,short,short,,
477,bus,long,long,,
,,,,,
477,to,UNK,long,,
477,tum,long,long,,
,,,,,
477,su,short,short,,
477,is,UNK,long,,
,,,,,
478,ip,UNK,short,,
478,sos,long,long,,
478,que,short,short,,
,,,,,
478,rup,long,long,,
478,to,UNK,long,,
,,,,,
478,cre,long,long,,
478,de,short,short,,
478,res,long,long,,
,,,,,
478,cae,UNK,long,,
478,lo,long,long,,
,,,,,
478,de,short,short,,
478,os,UNK,long,,
,,,,,
479,de,UNK,long,,
479,ci,short,short,,
479,de,short,short,,
479,re,elision,elision,,
,,,,,
479,et,short,short,,
,,,,,
479,a,long,long,,
479,trum,UNK,short,,
,,,,,
479,re,long,long,,
479,bus,short,short,,
,,,,,
479,in,long,long,,
,,,,,
479,du,UNK,long,,
479,ci,long,long,,
,,,,,
479,cha,short,short,,
479,os,UNK,short,,
,,,,,
480,ven,UNK,short,,
480,to,long,long,,
,,,,,
480,re,short,short,,
480,sis,long,long,,
480,tit,UNK,short,,
,,,,,
480,aes,UNK,long,,
480,tus,short,short,,
,,,,,
480,et,long,long,,
,,,,,
480,ven,UNK,short,,
480,tus,long,long,,
,,,,,
480,re,short,short,,
480,tro,UNK,long,,
,,,,,
481,aes,UNK,long,,
481,tum,long,long,,
,,,,,
481,re,short,short,,
481,vo,long,long,,
481,lit,UNK,short,,
,,,,,
481,non,long,long,,
,,,,,
481,ca,short,short,,
481,pit,long,long,,
,,,,,
481,se,UNK,long,,
481,se,long,long,,
,,,,,
481,ma,short,short,,
481,re,UNK,short,,
,,,,,
482,in,UNK,short,,
,,,,,
482,as,long,long,,
482,tra,short,short,,
,,,,,
482,pon,long,long,,
482,tus,UNK,short,,
,,,,,
482,tol,long,long,,
482,li,short,short,,
482,tur,long,long,,
,,,,,
482,cae,UNK,long,,
482,lum,long,long,,
,,,,,
482,pe,short,short,,
482,rit,UNK,short,,
,,,,,
483,un,UNK,short,,
483,das,long,long,,
483,que,short,short,,
,,,,,
483,mis,long,long,,
483,cent,UNK,short,,
,,,,,
483,im,long,long,,
483,ber,short,short,,
,,,,,
483,et,long,long,,
,,,,,
483,fluc,UNK,long,,
483,tus,long,long,,
,,,,,
483,su,short,short,,
483,as,UNK,long,,
,,,,,
484,nec,UNK,short,,
,,,,,
484,hoc,long,long,,
,,,,,
484,le,short,short,,
484,va,long,long,,
484,men,UNK,short,,
,,,,,
484,de,long,long,,
484,ni,short,short,,
484,que,elision,elision,,
,,,,,
484,ae,UNK,long,,
484,rum,UNK,short,,
484,nis,long,long,,
,,,,,
484,da,short,short,,
484,tur,UNK,short,,
,,,,,
485,pre,UNK,short,,
485,munt,long,long,,
,,,,,
485,te,short,short,,
485,ne,long,long,,
485,brae,UNK,long,,
,,,,,
485,lu,long,long,,
485,mi,short,short,,
485,na,elision,elision,,
,,,,,
485,et,long,long,,
,,,,,
485,di,UNK,long,,
485,rae,UNK,long,,
,,,,,
485,sty,short,short,,
485,gis,UNK,short,,
,,,,,
486,in,UNK,long,,
486,fer,long,long,,
486,na,short,short,,
,,,,,
486,nox,long,long,,
,,,,,
486,est,UNK,short,,
,,,,,
486,ex,long,long,,
486,ci,short,short,,
486,dunt,long,long,,
,,,,,
486,ig,UNK,short,,
486,nes,long,long,,
,,,,,
486,ta,short,short,,
486,men,UNK,short,,
,,,,,
487,et,UNK,short,,
,,,,,
487,nu,long,long,,
487,be,short,short,,
,,,,,
487,di,long,long,,
487,rum,UNK,short,,
,,,,,
487,ful,long,long,,
487,men,short,short,,
,,,,,
487,e,long,long,,
487,li,UNK,long,,
487,sa,long,long,,
,,,,,
487,mi,short,short,,
487,cat,UNK,short,,
,,,,,
488,mi,short,short,,
488,se,short,short,,
488,ris,long,long,,
488,que,short,short,,
,,,,,
488,lu,long,long,,
488,cis,UNK,short,,
,,,,,
488,tan,long,long,,
488,ta,short,short,,
,,,,,
488,dul,long,long,,
488,ce,UNK,short,,
488,do,elision,elision,,
,,,,,
488,est,long,long,,
,,,,,
488,ma,short,short,,
488,lae,UNK,long,,
,,,,,
489,hoc,UNK,short,,
,,,,,
489,lu,long,long,,
489,men,short,short,,
,,,,,
489,op,long,long,,
489,tant,UNK,short,,
,,,,,
489,ip,long,long,,
489,sa,short,short,,
,,,,,
489,se,long,long,,
,,,,,
489,clas,UNK,short,,
489,sis,long,long,,
,,,,,
489,pre,short,short,,
489,mit,UNK,short,,
,,,,,
490,il,UNK,short,,
490,lam,long,long,,
,,,,,
490,de,short,short,,
490,his,long,long,,
490,cens,UNK,long,,
,,,,,
490,pon,long,long,,
490,tus,short,short,,
,,,,,
490,in,long,long,,
,,,,,
490,prae,UNK,long,,
490,ceps,long,long,,
,,,,,
490,ra,short,short,,
490,pit,UNK,short,,
,,,,,
491,hau,UNK,long,,
491,rit,long,long,,
491,que,elision,elision,,
,,,,,
491,et,short,short,,
,,,,,
491,al,long,long,,
491,to,UNK,long,,
,,,,,
491,red,long,long,,
491,di,short,short,,
491,tam,long,long,,
,,,,,
491,re,short,short,,
491,vo,short,short,,
491,mit,long,long,,
,,,,,
491,ma,short,short,,
491,ri,UNK,long,,
,,,,,
492,haec,UNK,long,?,diphthong?
,,,,,
492,o,short,short,,
492,ne,short,short,,
492,re,short,short,,
,,,,,
492,si,long,long,,
492,dit,UNK,short,,
,,,,,
492,il,long,long,,
492,la,short,short,,
,,,,,
492,con,long,long,,
492,vul,UNK,short,,
492,sum,long,long,,
,,,,,
492,la,short,short,,
492,tus,UNK,short,,
,,,,,
493,sub,UNK,short,,
493,mit,long,long,,
493,tit,short,short,,
,,,,,
493,un,long,long,,
493,dis,UNK,long,,
,,,,,
493,fluc,long,long,,
493,tus,short,short,,
,,,,,
493,hanc,long,long,,
,,,,,
493,de,short,short,,
493,ci,short,short,,
493,mus,long,long,,
,,,,,
493,te,short,short,,
493,git,UNK,short,?,diphthong?
,,,,,
494,haec,UNK,long,?,diphthong?
,,,,,
494,la,short,short,,
494,ce,short,short,,
494,ra,elision,elision,,
,,,,,
494,et,short,short,,
,,,,,
494,om,long,long,,
494,ni,UNK,long,,
,,,,,
494,de,short,short,,
494,co,short,short,,
494,re,short,short,,
,,,,,
494,po,short,short,,
494,pu,short,short,,
494,la,UNK,long,,
494,to,long,long,,
,,,,,
494,le,short,short,,
494,vis,UNK,short,?,nom?
,,,,,
495,flu,short,short,,
495,i,short,short,,
495,tat,long,long,,
,,,,,
495,nec,short,short,,
,,,,,
495,il,long,long,,
495,li,UNK,short,?,adverb?
,,,,,
495,ve,long,long,,
495,la,short,short,,
,,,,,
495,nec,long,long,,
,,,,,
495,ton,UNK,long,,
495,sae,UNK,long,,
,,,,,
495,ma,short,short,,
495,nent,UNK,short,,
,,,,,
496,nec,UNK,short,,
,,,,,
496,rec,long,long,,
496,tus,short,short,,
,,,,,
496,al,long,long,,
496,tas,UNK,long,,
,,,,,
496,ma,long,long,,
496,lus,short,short,,
,,,,,
496,an,long,long,,
496,tem,UNK,short,,
496,nas,long,long,,
,,,,,
496,fe,short,short,,
496,rens,UNK,long,,
,,,,,
497,nil,UNK,long,,
,,,,,
497,ra,short,short,,
497,ti,short,short,,
497,o,elision,elision,,
,,,,,
497,et,short,short,,
,,,,,
497,u,long,long,,
497,sus,UNK,short,,
,,,,,
497,au,UNK,long,,
497,det,short,short,,
,,,,,
497,ars,long,long,,
,,,,,
497,ces,UNK,short,,
497,sit,long,long,,
,,,,,
497,ma,short,short,,
497,lis,UNK,long,,
,,,,,
498,te,short,short,,
498,net,short,short,,
,,,,,
498,hor,long,long,,
498,ror,short,short,,
,,,,,
498,ar,long,long,,
498,tus,UNK,short,,
,,,,,
498,om,long,long,,
498,nis,short,short,,
,,,,,
498,of,long,long,,
498,fi,short,short,,
498,ci,short,short,,
498,o,long,long,,
,,,,,
498,stu,short,short,,
498,pet,UNK,short,,
,,,,,
499,na,UNK,long,,
499,vi,short,short,,
499,ta,short,short,,
,,,,,
499,re,short,short,,
499,lic,long,long,,
499,to,UNK,long,,
,,,,,
499,re,long,long,,
499,mus,short,short,,
,,,,,
499,ef,long,long,,
499,fu,UNK,short,,
499,git,long,long,,
,,,,,
499,ma,short,short,,
499,nus,UNK,short,,
,,,,,
500,in,UNK,short,,
,,,,,
500,vo,long,long,,
500,ta,short,short,,
,,,,,
500,mi,short,short,,
500,se,short,short,,
500,ros,UNK,long,,
,,,,,
500,ul,long,long,,
500,ti,short,short,,
500,mus,long,long,,
,,,,,
500,co,UNK,long,,
500,git,long,long,,
,,,,,
500,ti,short,short,,
500,mor,UNK,short,,
,,,,,
501,e,short,short,,
501,a,short,short,,
501,dem,long,long,,
501,que,short,short,,
,,,,,
501,su,short,short,,
501,pe,short,short,,
501,ros,UNK,long,,
,,,,,
501,tro,long,long,,
501,es,short,short,,
,,,,,
501,et,long,long,,
,,,,,
501,da,short,short,,
501,na,short,short,,
501,i,long,long,,
,,,,,
501,ro,short,short,,
501,gant,UNK,short,,
,,,,,
502,quid,UNK,short,,
502,fa,long,long,,
502,ta,short,short,,
,,,,,
502,pos,long,long,,
502,sunt,UNK,short,,
,,,,,
502,in,long,long,,
502,vi,short,short,,
502,det,long,long,,
,,,,,
502,pyr,UNK,short,,
502,rhus,long,long,,
,,,,,
502,pa,short,short,,
502,tri,UNK,long,,
,,,,,
503,a,UNK,UNK,,
503,ia,long,long,,
503,ci,elision,elision,,
,,,,,
503,u,short,short,,
503,li,long,long,,
,xes,UNK,long,?,long?
,,,,,
503,hec,long,long,,
503,to,short,short,,
503,ri,elision,elision,,
,,,,,
503,a,long,long,,
503,tri,UNK,short,?,short?
503,des,long,long,,
,,,,,
503,mi,short,short,,
503,nor,UNK,short,,
,,,,,
504,a,short,short,,
504,ga,short,short,,
504,mem,long,long,,
504,no,short,short,,
,,,,,
504,pri,short,short,,
504,a,short,short,,
504,mo,UNK,long,,
,,,,,
504,quis,long,long,,
504,quis,short,short,,
,,,,,
504,ad,long,long,,
,,,,,
504,tro,UNK,short,?,troia syllabification?
504,iam,long,long,,
,,,,,
504,ia,short,short,,
504,cet,UNK,short,,
,,,,,
505,fe,UNK,long,,
505,lix,long,long,,
,,,,,
505,vo,short,short,,
505,ca,long,long,,
505,tur,UNK,short,,
,,,,,
505,ca,short,short,,
505,de,short,short,,
505,re,short,short,,
,,,,,
505,qui,long,long,,
,,,,,
505,me,short,short,,
505,ru,short,short,,
505,it,long,long,,
,,,,,
505,gra,short,short,,
505,du,UNK,long,,
,,,,,
506,quem,UNK,short,,
,,,,,
506,fa,long,long,,
506,ma,short,short,,
,,,,,
506,se,long,long,,
506,vat,UNK,short,,
,,,,,
506,vic,long,long,,
506,ta,short,short,,
,,,,,
506,quem,long,long,,
,,,,,
506,tel,UNK,short,,
506,lus,long,long,?,I scanned most -us as short.
,,,,,
506,te,short,short,,
506,git,UNK,short,,
,,,,,
507,nil,UNK,short,,
,,,,,
507,no,long,long,,
507,bi,short,short,,
507,le,elision,elision,,
,,,,,
507,au,UNK,long,,
507,sos,UNK,long,,
,,,,,
507,pon,long,long,,
507,tus,short,short,,
,,,,,
507,at,long,long,,
507,que,elision,elision,,
,,,,,
507,un,UNK,short,,
507,dae,UNK,long,,
,,,,,
507,fe,short,short,,
507,rent,UNK,short,,
,,,,,
508,ig,UNK,short,,
508,na,long,long,,
508,va,short,short,,
,,,,,
508,for,long,long,,
508,tes,UNK,long,,
,,,,,
508,fa,long,long,,
508,ta,short,short,,
,,,,,
508,con,long,long,,
508,su,UNK,long,,
508,ment,long,long,,
,,,,,
508,vi,short,short,,
508,ros,UNK,long,,
,,,,,
509,per,UNK,short,,
509,den,long,long,,
509,da,short,short,,
,,,,,
509,mors,long,long,,
,,,,,
509,est,UNK,short,,
,,,,,
509,quis,long,long,,
509,quis,short,short,,
,,,,,
509,es,long,long,,
,,,,,
509,non,UNK,long,,
509,dum,long,long,,
,,,,,
509,ma,short,short,,
509,lis,UNK,long,,
,,,,,
510,sa,short,short,,
510,ti,short,short,,
510,a,long,long,,
510,te,short,short,,
,,,,,
510,tan,long,long,,
510,tis,UNK,long,,
,,,,,
510,cae,UNK,long,,
510,li,short,short,,
510,tum,long,long,,
,,,,,
510,tan,UNK,short,,
510,dem,long,long,,
,,,,,
510,tu,short,short,,
510,um,UNK,short,,
,,,,,
511,nu,UNK,long,,
511,men,long,long,,
,,,,,
511,se,short,short,,
511,re,long,long,,
511,na,UNK,short,,
,,,,,
511,cla,long,long,,
511,di,short,short,,
511,bus,long,long,,
,,,,,
511,nos,UNK,short,,
511,tris,long,long,,
,,,,,
511,da,short,short,,
511,ret,UNK,short,,
,,,,,
512,vel,UNK,short,,
512,tro,long,long,,
512,ia,short,short,,
,,,,,
512,la,short,short,,
512,cri,short,short,,
512,mas,UNK,long,,
,,,,,
512,o,short,short,,
512,di,short,short,,
512,a,short,short,,
,,,,,
512,si,long,long,,
,,,,,
512,du,UNK,long,,
512,rant,long,long,,
,,,,,
512,tu,short,short,,
512,a,UNK,short,,
,,,,,
513,pla,UNK,short,,
513,cet,long,long,,
513,que,short,short,,
,,,,,
513,mit,long,long,,
513,ti,UNK,long,,
,,,,,
513,do,long,long,,
513,ri,short,short,,
513,cum,elision,elision,,
,,,,,
513,ex,long,long,,
513,i,short,short,,
513,ti,short,short,,
513,o,long,long,,
,,,,,
513,ge,short,short,,
513,nus,UNK,long,,
,,,,,
514,quid,UNK,short,,
,,,,,
514,hos,long,long,,
,,,,,
514,si,short,short,,
514,mul,long,long,,
,,,,,
514,pe,UNK,short,,
514,ri,long,long,,
514,re,short,short,,
,,,,,
514,no,long,long,,
514,bis,UNK,long,,
514,cum,long,long,,
,,,,,
514,iu,short,short,,
514,vat,UNK,short,,
,,,,,
515,qui,UNK,short,,
515,bus,long,long,,
,,,,,
515,pe,short,short,,
515,ri,long,long,,
515,mus,UNK,short,,
,,,,,
515,sis,long,long,,
515,ti,short,short,,
515,te,elision,elision,,
,,,,,
515,in,long,long,,
515,fes,UNK,long,,
515,tum,long,long,,
,,,,,
515,ma,short,short,,
515,re,UNK,short,,
,,,,,
516,ve,short,short,,
516,hit,short,short,,
,,,,,
516,is,long,long,,
516,ta,short,short,,
,,,,,
516,da,short,short,,
516,na,short,short,,
516,os,UNK,long,,
,,,,,
516,clas,long,long,,
516,sis,short,short,,
,,,,,
516,et,long,long,,
,,,,,
516,tro,UNK,long,,
516,as,long,long,,
,,,,,
516,ve,short,short,,
516,hit,UNK,short,,
,,,,,
517,nec,UNK,short,,
,,,,,
517,plu,long,long,,
517,ra,short,short,,
,,,,,
517,pos,long,long,,
517,sunt,UNK,short,,
,,,,,
517,oc,long,long,,
517,cu,short,short,,
517,pat,long,long,,
,,,,,
517,vo,UNK,long,,
517,cem,long,long,,
,,,,,
517,ma,short,short,,
517,re,UNK,short,,
,,,,,
518,ec,UNK,short,,
518,ce,elision,elision,,
,,,,,
518,a,short,short,,
518,li,short,short,,
518,a,short,short,,
,,,,,
518,cla,long,long,,
518,des,UNK,long,,
,,,,,
518,ful,long,long,,
518,mi,short,short,,
518,ne,elision,elision,,
,,,,,
518,i,long,long,,
518,ra,UNK,long,,
518,ti,long,long,,
,,,,,
518,io,short,short,,
518,vis,UNK,short,,
,,,,,
519,ar,UNK,short,,
519,ma,long,long,,
519,ta,short,short,,
,,,,,
519,pal,long,long,,
519,las,UNK,long,?,Greek?
,,,,,
519,quid,long,long,,
519,quid,short,short,,
,,,,,
519,aut,UNK,long,?,
,,,,,
519,has,UNK,short,,
519,ta,long,long,,
,,,,,
519,mi,short,short,,
519,nax,UNK,long,,
,,,,,
520,aut,UNK,long,?,
,,,,,
520,ae,UNK,long,,
520,gi,short,short,,
520,de,elision,elision,,
,,,,,
520,et,long,long,,
,,,,,
520,fu,UNK,short,,
520,ro,long,long,,
520,re,short,short,,
,,,,,
520,gor,long,long,,
520,go,short,short,,
520,ne,short,short,,
520,o,long,long,,
,,,,,
520,po,short,short,,
520,test,UNK,short,,
,,,,,
521,hoc,UNK,long,?,abl?
,,,,,
521,ig,long,long,,
521,ne,short,short,,
,,,,,
521,pa,short,short,,
521,tri,short,short,,
521,o,UNK,long,,
,,,,,
521,temp,long,long,,
521,tat,short,short,,
,,,,,
521,et,long,long,,
,,,,,
521,cae,UNK,long,,
521,lo,long,long,,
,,,,,
521,no,short,short,,
521,vae,UNK,long,,
,,,,,
522,spi,UNK,long,,
522,rant,long,long,,
,,,,,
522,pro,short,short,,
522,cel,long,long,,
522,lae,UNK,long,,
,,,,,
522,so,long,long,,
522,lus,short,short,,
,,,,,
522,in,long,long,,
522,vic,UNK,short,,
522,tus,long,long,,
,,,,,
522,ma,short,short,,
522,lis,UNK,long,,
,,,,,
523,luc,UNK,long,,
523,ta,long,long,,
523,tur,short,short,,
,,,,,
523,a,long,long,,
523,iax,UNK,long,,
,,,,,
523,ve,long,long,,
523,la,short,short,,
,,,,,
523,co,long,long,,
523,gen,UNK,short,,
523,tem,elision,elision,,
,,,,,
523,hunc,long,long,,
523,su,short,short,,
523,a,UNK,short,?,not abl?
,,,,,
524,ten,UNK,short,?,tento?
524,to,long,long,,
,,,,,
524,ru,short,short,,
524,den,long,long,,
524,te,UNK,short,,
,,,,,
524,flam,long,long,,
524,ma,short,short,,
,,,,,
524,per,long,long,,
524,strin,UNK,long,,
524,xit,long,long,,
,,,,,
524,ca,short,short,,
524,dens,UNK,long,,
,,,,,
525,li,UNK,long,,
525,bra,long,long,,
525,tur,short,short,,
,,,,,
525,a,short,short,,
525,li,short,short,,
525,ud,UNK,short,,
,,,,,
525,ful,long,long,,
525,men,short,short,,
,,,,,
525,hoc,long,long,,
,,,,,
525,to,UNK,long,,
525,to,elision,elision,,
,,,,,
525,im,long,long,,
525,pe,short,short,,
525,tu,UNK,long,,
,,,,,
526,cer,UNK,short,,
526,tum,long,long,,
,,,,,
526,re,short,short,,
526,duc,long,long,,
526,ta,UNK,long,?,abl
,,,,,
526,pal,long,long,,
526,las,short,short,,
,,,,,
526,ex,long,long,,
526,cus,UNK,short,,
526,sit,long,long,,
,,,,,
526,ma,short,short,,
526,nu,UNK,long,,
,,,,,
527,i,short,short,,
527,mi,short,short,,
527,ta,long,long,,
527,ta,short,short,,
,,,,,
527,pa,long,long,,
527,trem,UNK,short,,
,,,,,
527,tran,long,long,,
527,sit,short,short,,
,,,,,
527,a,long,long,,
527,ia,UNK,long,,
527,cem,elision,elision,,
,,,,,
527,et,long,long,,
,,,,,
527,ra,short,short,,
527,tem,UNK,short,,
,,,,,
528,ra,UNK,short,,
528,tis,long,long,,
528,que,short,short,,
,,,,,
528,par,long,long,,
528,tem,UNK,short,,
,,,,,
528,se,long,long,,
528,cum,elision,elision,,
,,,,,
528,et,short,short,,
,,,,,
528,a,long,long,,
528,ia,UNK,long,,
528,cem,long,long,,
,,,,,
528,tu,short,short,,
528,lit,UNK,short,,
,,,,,
529,nil,UNK,long,,
,,,,,
529,il,long,long,,
529,le,short,short,,
,,,,,
529,mo,long,long,,
529,tus,UNK,short,,
,,,,,
529,ar,long,long,,
529,du,short,short,,
529,a,elision,elision,,
,,,,,
529,ut,long,long,,
,,,,,
529,cau,UNK,long,,
529,tes,long,long,,
,,,,,
529,sa,short,short,,
529,lo,UNK,long,,
,,,,,
530,am,UNK,short,,
530,bus,long,long,,
530,tus,short,short,,
,,,,,
530,ex,long,long,,
530,tat,UNK,short,,
,,,,,
530,di,short,short,,
530,ri,short,short,,
530,mit,short,short,,
,,,,,
530,in,long,long,,
530,sa,UNK,long,,
530,num,long,long,,
,,,,,
530,ma,short,short,,
530,re,UNK,short,,
,,,,,
531,fluc,UNK,long,,
531,tus,long,long,,
531,que,short,short,,
,,,,,
531,rum,long,long,,
531,pit,UNK,short,,
,,,,,
531,pec,long,long,,
531,to,short,short,,
531,re,elision,elision,,
,,,,,
531,et,long,long,,
,,,,,
531,na,UNK,long,,
531,vem,long,long,,
,,,,,
531,ma,short,short,,
531,nu,UNK,long,,
,,,,,
532,com,UNK,short,,
532,ple,long,long,,
532,xus,short,short,,
,,,,,
532,ig,long,long,,
532,nes,UNK,long,,
,,,,,
532,tra,long,long,,
532,xit,short,short,,
,,,,,
532,et,long,long,,
,,,,,
532,cae,UNK,long,,
532,co,long,long,,
,,,,,
532,ma,short,short,,
532,ri,UNK,long,,
,,,,,
533,con,UNK,short,,
533,lu,long,long,,
533,cet,short,short,,
,,,,,
533,a,long,long,,
533,iax,UNK,long,,
,,,,,
533,om,long,long,,
533,ne,short,short,,
,,,,,
533,re,long,long,,
533,splen,UNK,short,?,syllabification?
533,det,long,long,,
,,,,,
533,fre,short,short,,
533,tum,UNK,short,,
,,,,,
534,tan,UNK,short,,
534,dem,elision,elision,,
,,,,,
534,oc,long,long,,
534,cu,short,short,,
534,pa,long,long,,
534,ta,UNK,long,,abl
,,,,,
534,ru,long,long,,
534,pe,short,short,,
,,,,,
534,fu,short,short,,
534,ri,short,short,,
534,bun,UNK,short,,
534,dum,elision,elision,,
,,,,,
534,in,long,long,,
534,to,short,short,,
534,nat,UNK,short,,
,,,,,
535,su,short,short,,
535,pe,short,short,,
535,ras,long,long,,
535,se,short,short,,
,,,,,
535,nunc,long,long,,
,,,,,
535,pe,UNK,short,,
535,la,long,long,,
535,gus,short,short,,
,,,,,
535,at,long,long,,
535,que,elision,elision,,
,,,,,
535,ig,UNK,short,,
535,nes,long,long,,
,,,,,
535,iu,short,short,,
535,vat,UNK,short,,
,,,,,
536,vi,UNK,long,,
536,cis,long,long,,
536,se,short,short,,
,,,,,
536,cae,UNK,long,,
536,lum,UNK,short,,
,,,,,
536,pal,long,long,,
536,la,short,short,,
536,dem,long,long,,
,,,,,
536,ful,UNK,short,,
536,men,long,long,,
,,,,,
536,ma,short,short,,
536,re,UNK,short,,
,,,,,
537,non,UNK,long,,
,,,,,
537,me,long,long,,
,,,,,
537,fu,short,short,,
537,ga,long,long,,
537,vit,UNK,short,,
,,,,,
537,bel,long,long,,
537,li,short,short,,
537,ci,long,long,,
,,,,,
537,ter,UNK,short,,
537,ror,long,long,,
,,,,,
537,de,short,short,,
537,i,UNK,long,,
,,,,,
538,et,UNK,short,,
,,,,,
538,hec,long,long,,
538,to,short,short,,
538,rem,elision,elision,,
,,,,,
538,u,long,long,,
538,na,UNK,long,?,abl?
,,,,,
538,so,long,long,,
538,lus,short,short,,
,,,,,
538,et,long,long,,
,,,,,
538,mar,UNK,long,,
538,tem,long,long,,
,,,,,
538,tu,short,short,,
538,li,UNK,long,,
,,,,,
539,phoe,UNK,long,,
539,be,long,long,,
539,a,short,short,,
,,,,,
539,nec,long,long,,
,,,,,
539,me,UNK,long,,
,,,,,
539,te,long,long,,
539,la,short,short,,
,,,,,
539,pe,short,short,,
539,pu,short,short,,
539,le,UNK,long,,
539,runt,long,long,,
,,,,,
539,gra,short,short,,
539,du,UNK,long,,
,,,,,
540,cum,UNK,short,,
,,,,,
540,phry,short,short,,
540,gi,short,short,,
540,bus,short,short,,
,,,,,
540,is,long,long,,
540,tos,UNK,long,,
,,,,,
540,vi,long,long,,
540,ci,short,short,,
540,mus,long,long,,
,,,,,
540,te,UNK,short,,
540,ne,elision,elision,,
,,,,,
540,hor,long,long,,
540,re,short,short,,
540,am,UNK,short,,
,,,,,
541,a,short,short,,
541,li,short,short,,
541,e,long,long,,
541,na,elision,elision,,
,,,,,
541,in,short,short,,
541,er,long,long,,
541,ti,UNK,long,,
,,,,,
541,te,long,long,,
541,la,short,short,,
,,,,,
541,ia,short,short,,
541,cu,short,short,,
541,lan,UNK,short,,
541,tem,long,long,,
,,,,,
541,ma,short,short,,
541,nu,UNK,long,,
,,,,,
542,quid,UNK,short,,
,,,,,
542,si,elision,elision,,
,,,,,
542,ip,long,long,,
542,se,short,short,,
,,,,,
542,mit,long,long,,
542,tat,UNK,short,,
,,,,,
542,plu,long,long,,
542,ra,short,short,,
,,,,,
542,cum,elision,elision,,
,,,,,
542,au,UNK,long,,
542,de,UNK,long,,
542,ret,long,long,,
,,,,,
542,fu,short,short,,
542,rens,UNK,long,,
,,,,,
543,tri,UNK,short,,
543,den,long,long,,
543,te,short,short,,
,,,,,
543,ru,long,long,,
543,pem,UNK,short,,
,,,,,
543,sub,long,long,,
543,ru,short,short,,
543,it,long,long,,
,,,,,
543,pul,UNK,short,,
543,sam,long,long,,
,,,,,
