title,line,syllable,length,anceps,new,comment2,anceps
1,441,rat,short,UNK,short,,
1,441,-,space,space,space,,
1,441,hec,long,long,long,,
1,441,to,short,short,short,,
1,441,ris,long,long,long,,
1,441,-,space,space,space,,
1,441,for,short,UNK,long,,
1,441,tis,long,long,long,,
1,441,-,space,space,space,,
1,441,mi,short,short,short,,
1,441,nas,long,UNK,long,,
1,441,-,space,space,space,,
1,442,cur,short,UNK,long,,
1,442,rus,long,long,long,,
1,442,que,elision,elision,elision,,
1,442,-,space,space,space,,
1,442,et,short,short,short,,
1,442,-,space,space,space,,
1,442,emp,long,?,long,syllable?,long
1,442,to,long,UNK,long,,
1,442,-,space,space,space,,
1,442,red,long,long,long,,
1,442,di,short,short,short,,
1,442,tum,long,long,long,,
1,442,-,space,space,space,,
1,442,cor,short,UNK,long,,
1,442,pus,long,long,long,,
1,442,-,space,space,space,,
1,442,ro,short,short,short,,
1,442,go,long,UNK,long,,
1,442,-,space,space,space,,
1,443,spar,short,UNK,long,,
1,443,sum,long,long,long,,
1,443,-,space,space,space,,
1,443,cru,short,short,short,,
1,443,o,long,long,long,,
1,443,re,short,UNK,short,,
1,443,-,space,space,space,,
1,443,re,long,long,long,,
1,443,gis,short,short,short,,
1,443,-,space,space,space,,
1,443,her,long,long,long,,
1,443,ce,short,?,short,no wikitionary entry,UNK
1,443,um,long,long,long,,
1,443,-,space,space,space,,
1,443,io,short,short,short,,
1,443,vem,short,UNK,long,,
1,443,-,space,space,space,,
1,444,tunc,short,UNK,long,,
1,444,-,space,space,space,,
1,444,qui,long,long,long,,
1,444,-,space,space,space,,
1,444,ia,short,short,short,,
1,444,cen,long,long,long,,
1,444,te,short,UNK,short,,
1,444,-,space,space,space,,
1,444,re,short,short,short,,
1,444,ci,short,short,short,,
1,444,pro,short,short,short,,
1,444,cus,long,long,long,,
1,444,-,space,space,space,,
1,444,lu,long,UNK,long,,
1,444,dit,long,long,long,,
1,444,-,space,space,space,,
1,444,sa,short,short,short,,
1,444,lo,long,UNK,long,,
1,444,-,space,space,space,,
1,445,tu,short,short,short,,
1,445,mi,short,short,short,,
1,445,dum,long,long,long,,
1,445,que,short,short,short,,
1,445,-,space,space,space,,
1,445,pan,long,long,long,,
1,445,do,long,UNK,long,,
1,445,-,space,space,space,,
1,445,tran,long,long,long,,
1,445,si,short,short,short,,
1,445,lit,long,long,long,,
1,445,-,space,space,space,,
1,445,dor,short,UNK,long,,
1,445,so,long,long,long,,
1,445,-,space,space,space,,
1,445,ma,short,short,short,,
1,445,re,short,UNK,short,,
1,445,-,space,space,space,,
1,446,tyr,short,UNK,long,,
1,446,rhe,long,long,long,,
1,446,nus,short,short,short,,
1,446,-,space,space,space,,
1,446,om,long,long,long,,
1,446,ni,short,UNK,long,,
1,446,-,space,space,space,,
1,446,pis,long,long,long,,
1,446,cis,short,short,short,,
1,446,-,space,space,space,,
1,446,ex,long,long,long,,
1,446,ul,short,UNK,long,,
1,446,tat,long,long,long,,
1,446,-,space,space,space,,
1,446,fre,short,short,short,,
1,446,to,long,UNK,long,,
1,446,-,space,space,space,,
1,447,a,short,short,short,,
1,447,gi,short,short,short,,
1,447,tat,long,long,long,,
1,447,que,short,short,short,,
1,447,-,space,space,space,,
1,447,gy,long,long,long,,
1,447,ros,long,UNK,long,,
1,447,-,space,space,space,,
1,447,et,long,long,long,,
1,447,-,space,space,space,,
1,447,co,short,short,short,,
1,447,mes,long,long,long,,
1,447,-,space,space,space,,
1,447,la,short,short,short,,
1,447,te,short,short,short,,
1,447,ri,elision,elision,elision,,
1,447,-,space,space,space,,
1,447,ad,long,long,long,,
1,447,na,short,short,short,,
1,447,tat,short,UNK,short,,
1,447,-,space,space,space,,
1,448,an,short,UNK,long,,
1,448,tei,long,long,long,,
1,448,re,short,short,short,,
1,448,-,space,space,space,,
1,448,na,long,long,long,,
1,448,ves,long,UNK,long,,
1,448,-,space,space,space,,
1,448,lae,long,UNK,long,,
1,448,tus,short,short,short,,
1,448,-,space,space,space,,
1,448,et,long,long,long,,
1,448,-,space,space,space,,
1,448,rur,long,UNK,long,,
1,448,sus,long,long,long,,
1,448,-,space,space,space,,
1,448,se,short,short,short,,
1,448,qui,long,UNK,long,,
1,448,-,space,space,space,,
1,449,nunc,short,UNK,long,,
1,449,-,space,space,space,,
1,449,pri,long,long,long,,
1,449,ma,short,short,short,,
1,449,-,space,space,space,,
1,449,tan,long,long,long,,
1,449,gens,long,UNK,long,,
1,449,-,space,space,space,,
1,449,ros,long,long,long,,
1,449,tra,short,short,short,,
1,449,-,space,space,space,,
1,449,las,long,long,long,,
1,449,ci,long,UNK,long,,
1,449,vit,long,long,long,,
1,449,-,space,space,space,,
1,449,cho,short,short,short,,
1,449,rus,short,UNK,long,,
1,449,-,space,space,space,,
1,450,mil,long,UNK,long,,
1,450,le,long,long,long,,
1,450,si,short,short,short,,
1,450,mam,long,long,long,,
1,450,-,space,space,space,,
1,450,nunc,short,UNK,long,,
1,450,-,space,space,space,,
1,450,am,long,long,long,,
1,450,bit,short,short,short,,
1,450,-,space,space,space,,
1,450,et,long,long,long,,
1,450,-,space,space,space,,
1,450,lus,long,UNK,long,,
1,450,trat,long,long,long,,
1,450,-,space,space,space,,
1,450,ra,short,short,short,,
1,450,tem,short,UNK,short,,
1,451,iam,short,UNK,long,,
1,451,-,space,space,space,,
1,451,li,long,long,long,,
1,451,tus,short,short,short,,
1,451,-,space,space,space,,
1,451,om,long,long,long,,
1,451,ne,short,UNK,short,,
1,451,-,space,space,space,,
1,451,te,short,short,short,,
1,451,gi,short,short,short,,
1,451,tur,short,short,short,,
1,451,-,space,space,space,,
1,451,et,long,long,long,,
1,451,-,space,space,space,,
1,451,cam,short,UNK,long,,
1,451,pi,long,long,long,,
1,451,-,space,space,space,,
1,451,la,short,short,short,,
1,451,tent,short,UNK,long,,
1,451,-,space,space,space,,
1,452,et,short,UNK,long,,
1,452,-,space,space,space,,
1,452,du,short,short,short,,
1,452,bi,short,short,short,,
1,452,a,short,short,short,,
1,452,-,space,space,space,,
1,452,pe,short,short,short,,
1,452,re,short,short,short,,
1,452,unt,short,UNK,long,,
1,452,-,space,space,space,,
1,452,mon,long,long,long,,
1,452,tis,short,short,short,,
1,452,-,space,space,space,,
1,452,i,long,long,long,,
1,452,dae,long,UNK,long,,
1,452,i,long,long,long,,
1,452,-,space,space,space,,
1,452,iu,short,short,short,,
1,452,ga,short,UNK,short,,
1,452,-,space,space,space,,
1,453,et,short,UNK,long,,
1,453,-,space,space,space,,
1,453,vix,long,long,long,,
1,453,-,space,space,space,,
1,453,quod,short,short,short,,
1,453,-,space,space,space,,
1,453,u,long,long,long,,
1,453,num,short,UNK,long,,
1,453,-,space,space,space,,
1,453,per,long,long,long,,
1,453,vi,short,short,short,,
1,453,cax,long,long,long,,
1,453,-,space,space,space,,
1,453,a,short,short,short,,
1,453,ci,short,short,short,,
1,453,es,long,long,long,,
1,453,-,space,space,space,,
1,453,vi,short,short,short,,
1,453,det,short,UNK,short,,
1,453,-,space,space,space,,
1,454,i,long,UNK,long,,
1,454,li,short,short,short,,
1,454,a,short,short,short,,
1,454,cus,short,short,short,,
1,454,-,space,space,space,,
1,454,a,long,long,long,,
1,454,tra,long,?,long,ablative?,UNK
1,454,-,space,space,space,,
1,454,fu,long,long,long,,
1,454,mus,short,short,short,,
1,454,-,space,space,space,,
1,454,ap,long,long,long,,
1,454,pa,long,UNK,long,,
1,454,ret,long,long,long,,
1,454,-,space,space,space,,
1,454,no,short,short,short,,
1,454,ta,long,?,long,ablative?,UNK
1,454,-,space,space,space,,
1,455,iam,short,UNK,long,,
1,455,-,space,space,space,,
1,455,las,long,long,long,,
1,455,sa,short,short,short,,
1,455,-,space,space,space,,
1,455,ti,long,long,long,,
1,455,tan,long,?,long,Pinkster says long,UNK
1,455,-,space,space,space,,
1,455,col,long,long,long,,
1,455,la,short,short,short,,
1,455,-,space,space,space,,
1,455,re,short,short,short,,
1,455,le,short,short,short,,
1,455,va,long,UNK,long,,
1,455,bat,long,long,long,,
1,455,-,space,space,space,,
1,455,iu,short,short,short,,
1,455,go,long,UNK,long,,
1,455,-,space,space,space,,
1,456,in,short,UNK,short,,
1,456,-,space,space,space,,
1,456,as,long,long,long,,
1,456,tra,short,short,short,,
1,456,-,space,space,space,,
1,456,iam,long,long,long,,
1,456,-,space,space,space,,
1,456,lux,long,UNK,long,,
1,456,-,space,space,space,,
1,456,pro,long,long,long,,
1,456,na,short,short,short,,
1,456,-,space,space,space,,
1,456,iam,long,long,long,,
1,456,-,space,space,space,,
1,456,prae,long,UNK,long,,
1,456,ceps,long,long,long,,
1,456,-,space,space,space,,
1,456,di,short,short,short,,
1,456,es,long,UNK,long,,
1,456,-,space,space,space,,
1,457,ex,short,UNK,long,,
1,457,i,short,short,short,,
1,457,gu,short,short,short,,
1,457,a,short,short,short,,
1,457,-,space,space,space,,
1,457,nu,long,long,long,,
1,457,bes,long,UNK,long,,
1,457,-,space,space,space,,
1,457,sor,long,long,long,,
1,457,di,short,short,short,,
1,457,do,long,long,long,,
1,457,-,space,space,space,,
1,457,cres,long,UNK,long,,
1,457,cens,long,long,long,,
1,457,-,space,space,space,,
1,457,glo,short,short,short,,
1,457,bo,long,UNK,long,,
1,457,-,space,space,space,,
1,458,ni,short,short,short,,
1,458,ti,short,short,short,,
1,458,dum,long,long,long,,
1,458,-,space,space,space,,
1,458,ca,short,short,short,,
1,458,den,long,long,long,,
1,458,tis,short,UNK,short,,
1,458,-,space,space,space,,
1,458,in,long,long,long,,
1,458,qui,short,short,short,,
1,458,nat,long,long,long,,
1,458,-,space,space,space,,
1,458,phoe,long,?,long,diphthong?,UNK
1,458,bi,long,long,long,,
1,458,-,space,space,space,,
1,458,iu,short,short,short,,
1,458,bar,short,UNK,long,,
1,458,-,space,space,space,,
1,459,sus,short,UNK,long,,
1,459,pec,long,long,long,,
1,459,ta,short,short,short,,
1,459,-,space,space,space,,
1,459,va,short,short,short,,
1,459,ri,short,short,short,,
1,459,us,short,UNK,short,,
1,459,-,space,space,space,,
1,459,oc,long,long,long,,
1,459,ci,short,short,short,,
1,459,dens,long,long,long,,
1,459,-,space,space,space,,
1,459,fe,long,UNK,long,,
1,459,cit,long,long,long,,
1,459,-,space,space,space,,
1,459,fre,short,short,short,,
1,459,ta,short,UNK,short,,
1,459,-,space,space,space,,
1,460,nox,short,UNK,long,,
1,460,-,space,space,space,,
1,460,pri,long,long,long,,
1,460,ma,short,short,short,,
1,460,-,space,space,space,,
1,460,cae,long,UNK,long,,
1,460,lum,short,UNK,long,,
1,460,-,space,space,space,,
1,460,spar,long,long,long,,
1,460,se,short,short,short,,
1,460,rat,long,long,long,,
1,460,-,space,space,space,,
1,460,stel,long,UNK,long,,
1,460,lis,long,long,long,,
1,460,-,space,space,space,,
1,460,ia,short,short,short,,
1,460,cent,short,UNK,long,,
1,460,-,space,space,space,,
1,461,de,long,UNK,long,,
1,461,ser,long,long,long,,
1,461,ta,short,short,short,,
1,461,-,space,space,space,,
1,461,ven,long,long,long,,
1,461,to,long,UNK,long,,
1,461,-,space,space,space,,
1,461,ve,long,long,long,,
1,461,la,short,short,short,,
1,461,-,space,space,space,,
1,461,tum,long,long,long,,
1,461,-,space,space,space,,
1,461,mur,short,UNK,long,,
1,461,mur,long,long,long,,
1,461,-,space,space,space,,
1,461,gra,short,short,short,,
1,461,ve,short,UNK,short,,
1,461,-,space,space,space,,
1,462,ma,long,UNK,long,,
1,462,io,long,long,long,,
1,462,ra,short,short,short,,
1,462,-,space,space,space,,
1,462,mi,short,short,short,,
1,462,ni,short,short,short,,
1,462,tans,long,UNK,long,,
1,462,-,space,space,space,,
1,462,col,long,long,long,,
1,462,li,short,short,short,,
1,462,bus,long,long,long,,
1,462,-,space,space,space,,
1,462,sum,short,UNK,long,,
1,462,mis,long,long,long,,
1,462,-,space,space,space,,
1,462,ca,short,short,short,,
1,462,dit,short,UNK,long,,
1,462,-,space,space,space,,
1,463,trac,short,UNK,long,,
1,463,tu,long,long,long,,
1,463,que,short,short,short,,
1,463,-,space,space,space,,
1,463,lon,long,long,long,,
1,463,go,long,UNK,long,,
1,463,-,space,space,space,,
1,463,li,long,long,long,,
1,463,tus,short,short,short,,
1,463,-,space,space,space,,
1,463,ac,long,long,long,,
1,463,-,space,space,space,,
1,463,pe,short,UNK,long,,
1,463,trae,long,UNK,long,,
1,463,-,space,space,space,,
1,463,ge,short,short,short,,
1,463,munt,short,UNK,long,,
1,463,-,space,space,space,,
1,464,a,short,short,short,,
1,464,gi,short,short,short,,
1,464,ta,long,long,long,,
1,464,ta,short,short,short,,
1,464,-,space,space,space,,
1,464,ven,long,long,long,,
1,464,tis,long,UNK,long,,
1,464,-,space,space,space,,
1,464,un,long,long,long,,
1,464,da,short,short,short,,
1,464,-,space,space,space,,
1,464,ven,long,long,long,,
1,464,tu,long,UNK,long,,
1,464,ris,long,long,long,,
1,464,-,space,space,space,,
1,464,tu,short,short,short,,
1,464,met,short,UNK,long,,
1,464,-,space,space,space,,
1,465,nec,short,UNK,short,,
1,465,-,space,space,space,,
1,465,u,long,long,long,,
1,465,na,short,short,short,,
1,465,-,space,space,space,,
1,465,nox,long,long,long,,
1,465,-,space,space,space,,
1,465,est,short,UNK,long,,
1,465,-,space,space,space,,
1,465,den,long,long,long,,
1,465,sa,short,short,short,,
1,465,-,space,space,space,,
1,465,te,short,short,short,,
1,465,ne,short,short,short,,
1,465,bras,long,UNK,long,,
1,465,-,space,space,space,,
1,465,ob,long,long,long,,
1,465,ru,short,short,short,,
1,465,it,short,UNK,long,,
1,465,-,space,space,space,,
1,466,ca,long,UNK,long,,
1,466,li,long,long,long,,
1,466,go,elision,elision,elision,,
1,466,-,space,space,space,,
1,466,et,short,short,short,,
1,466,-,space,space,space,,
1,466,om,long,long,long,,
1,466,ni,long,UNK,long,,
1,466,-,space,space,space,,
1,466,lu,long,long,long,,
1,466,ce,short,short,short,,
1,466,-,space,space,space,,
1,466,sub,long,long,long,,
1,466,duc,short,UNK,long,,
1,466,ta,long,long,long,,
1,466,-,space,space,space,,
1,466,fre,short,short,short,,
1,466,tum,short,UNK,long,,
1,466,-,space,space,space,,
1,467,cae,long,UNK,long,,
1,467,lum,long,long,long,,
1,467,que,short,short,short,,
1,467,-,space,space,space,,
1,467,mis,long,long,long,,
1,467,cet,short,UNK,short,,
1,467,-,space,space,space,,
1,467,un,long,long,long,,
1,467,di,short,short,short,,
1,467,que,elision,elision,elision,,
1,467,-,space,space,space,,
1,467,in,long,long,long,,
1,467,cum,short,UNK,long,,
1,467,bunt,long,long,long,,
1,467,-,space,space,space,,
1,467,si,short,short,short,,
1,467,mul,short,UNK,long,,
1,467,-,space,space,space,,
1,468,ra,short,short,short,,
1,468,pi,short,short,short,,
1,468,unt,long,long,long,,
1,468,que,short,short,short,,
1,468,-,space,space,space,,
1,468,pe,short,short,short,,
1,468,la,short,short,short,,
1,468,gus,short,UNK,short,,
1,468,-,space,space,space,,
1,468,in,long,long,long,,
1,468,fi,short,short,short,,
1,468,mo,elision,elision,elision,,
1,468,-,space,space,space,,
1,468,e,long,long,long,,
1,468,ver,short,UNK,long,,
1,468,sum,long,long,long,,
1,468,-,space,space,space,,
1,468,so,short,short,short,,
1,468,lo,long,UNK,long,,
1,468,-,space,space,space,,
1,469,ad,short,UNK,long,,
1,469,ver,long,long,long,,
1,469,sus,short,short,short,,
1,469,-,space,space,space,,
1,469,eu,short,short,short,,
1,469,ro,short,short,short,,
1,469,-,space,space,space,,
1,469,ze,short,short,short,,
1,469,phy,short,short,short,,
1,469,rus,short,short,short,,
1,469,-,space,space,space,,
1,469,et,long,long,long,,
1,469,-,space,space,space,,
1,469,bo,short,short,short,,
1,469,re,short,short,short,,
1,469,ae,long,UNK,long,,
1,469,-,space,space,space,,
1,469,no,short,short,short,,
1,469,tus,short,?,long,name? Wind?,UNK
1,469,-,space,space,space,,
1,470,su,short,short,short,,
1,470,a,short,short,short,,
1,470,-,space,space,space,,
1,470,quis,long,long,long,,
1,470,que,short,short,short,,
1,470,-,space,space,space,,
1,470,mit,long,long,long,,
1,470,tunt,short,UNK,long,,
1,470,-,space,space,space,,
1,470,te,long,long,long,,
1,470,la,elision,elision,elision,,
1,470,-,space,space,space,,
1,470,et,short,short,short,,
1,470,-,space,space,space,,
1,470,in,long,long,long,,
1,470,fes,short,UNK,long,,
1,470,ti,long,long,long,,
1,470,-,space,space,space,,
1,470,fre,short,short,short,,
1,470,tum,short,UNK,short,,
1,470,-,space,space,space,,
1,471,e,long,UNK,long,,
1,471,mo,long,long,long,,
1,471,li,short,short,short,,
1,471,un,long,long,long,,
1,471,tur,short,UNK,long,,
1,471,-,space,space,space,,
1,471,tur,long,long,long,,
1,471,bo,short,short,short,,
1,471,-,space,space,space,,
1,471,con,long,long,long,,
1,471,vo,short,UNK,short,,
1,471,lit,long,long,long,,
1,471,-,space,space,space,,
1,471,ma,short,short,short,,
1,471,re,short,UNK,short,,
1,471,-,space,space,space,,
1,472,li,short,short,short,,
1,472,by,short,short,short,,
1,472,cus,long,long,long,,
1,472,que,elision,elision,elision,,
1,472,-,space,space,space,,
1,472,ha,short,short,short,,
1,472,re,long,long,long,,
1,472,nas,long,UNK,long,,
1,472,-,space,space,space,,
1,472,aus,long,UNK,long,,
1,472,ter,short,short,short,,
1,472,-,space,space,space,,
1,472,ac,long,long,long,,
1,472,-,space,space,space,,
1,472,syr,short,UNK,long,,
1,472,tes,long,long,long,,
1,472,-,space,space,space,,
1,472,a,short,short,short,,
1,472,git,short,UNK,long,,
1,472,-,space,space,space,,
1,473,nec,short,UNK,long,,
1,473,-,space,space,space,,
1,473,ma,short,short,short,,
1,473,net,short,short,short,,
1,473,-,space,space,space,,
1,473,in,short,short,short,,
1,473,-,space,space,space,,
1,473,aus,long,UNK,long,,
1,473,tro,long,UNK,long,,
1,473,-,space,space,space,,
1,473,fit,long,long,long,,
1,473,-,space,space,space,,
1,473,gra,short,short,short,,
1,473,vis,long,long,long,,
1,473,-,space,space,space,,
1,473,nim,short,UNK,long,,
1,473,bis,long,long,long,,
1,473,-,space,space,space,,
1,473,no,short,short,short,,
1,473,tus,short,UNK,short,,
1,473,-,space,space,space,,
1,474,im,short,UNK,long,,
1,474,bre,elision,elision,elision,,
1,474,-,space,space,space,,
1,474,au,long,UNK,long,,
1,474,get,short,short,short,,
1,474,-,space,space,space,,
1,474,un,long,long,long,,
1,474,das,long,UNK,long,,
1,474,-,space,space,space,,
1,474,eu,long,long,long,,
1,474,rus,short,short,short,,
1,474,-,space,space,space,,
1,474,o,short,short,short,,
1,474,ri,short,short,short,,
1,474,en,short,UNK,long,,
1,474,tem,long,long,long,,
1,474,-,space,space,space,,
1,474,mo,short,short,short,,
1,474,vet,short,UNK,long,,
1,474,-,space,space,space,,
1,475,na,short,short,short,,
1,475,ba,short,short,short,,
1,475,tae,long,UNK,long,,
1,475,a,short,short,short,,
1,475,-,space,space,space,,
1,475,qua,short,short,short,,
1,475,ti,short,short,short,,
1,475,ens,long,UNK,long,,
1,475,-,space,space,space,,
1,475,reg,long,long,long,,
1,475,na,elision,elision,elision,,
1,475,-,space,space,space,,
1,475,et,short,short,short,,
1,475,-,space,space,space,,
1,475,e,long,long,long,,
1,475,o,short,?,short,UNK,
1,475,os,long,long,long,,
1,475,-,space,space,space,,
1,475,si,short,short,short,,
1,475,nus,short,UNK,short,,
1,475,-,space,space,space,,
1,476,quid,short,UNK,long,,
1,476,-,space,space,space,,
1,476,ra,short,short,short,,
1,476,bi,short,short,short,,
1,476,dus,short,short,short,,
1,476,-,space,space,space,,
1,476,o,long,long,long,,
1,476,ra,long,?,long,Plural accusative?,UNK
1,476,-,space,space,space,,
1,476,co,long,long,long,,
1,476,rus,short,short,short,,
1,476,-,space,space,space,,
1,476,o,long,long,long,,
1,476,ce,short,short,short,,
1,476,a,short,short,short,,
1,476,no,elision,elision,elision,,
1,476,-,space,space,space,,
1,476,ex,long,long,long,,
1,476,e,short,short,short,,
1,476,rens,long,UNK,long,,
1,476,-,space,space,space,,
1,477,mun,short,UNK,long,,
1,477,dum,long,long,long,,
1,477,-,space,space,space,,
1,477,re,short,short,short,,
1,477,vel,long,long,long,,
1,477,li,long,UNK,long,,
1,477,-,space,space,space,,
1,477,se,long,long,long,,
1,477,di,short,short,short,,
1,477,bus,long,long,long,,
1,477,-,space,space,space,,
1,477,to,long,UNK,long,,
1,477,tum,long,long,long,,
1,477,-,space,space,space,,
1,477,su,short,short,short,,
1,477,is,long,UNK,long,,
1,477,-,space,space,space,,
1,478,ip,short,UNK,long,,
1,478,sos,long,long,long,,
1,478,que,short,short,short,,
1,478,-,space,space,space,,
1,478,rup,long,long,long,,
1,478,to,long,UNK,long,,
1,478,-,space,space,space,,
1,478,cre,long,long,long,,
1,478,de,short,short,short,,
1,478,res,long,long,long,,
1,478,-,space,space,space,,
1,478,cae,long,UNK,long,,
1,478,lo,long,long,long,,
1,478,-,space,space,space,,
1,478,de,short,short,short,,
1,478,os,long,UNK,long,,
1,478,-,space,space,space,,
1,479,de,long,UNK,long,,
1,479,ci,short,short,short,,
1,479,de,short,short,short,,
1,479,re,elision,elision,elision,,
1,479,-,space,space,space,,
1,479,et,short,short,short,,
1,479,-,space,space,space,,
1,479,a,long,long,long,,
1,479,trum,short,UNK,long,,
1,479,-,space,space,space,,
1,479,re,long,long,long,,
1,479,bus,short,short,short,,
1,479,-,space,space,space,,
1,479,in,long,long,long,,
1,479,-,space,space,space,,
1,479,du,long,UNK,long,,
1,479,ci,long,long,long,,
1,479,-,space,space,space,,
1,479,cha,short,short,short,,
1,479,os,short,UNK,long,,
1,479,-,space,space,space,,
1,480,ven,short,UNK,long,,
1,480,to,long,long,long,,
1,480,-,space,space,space,,
1,480,re,short,short,short,,
1,480,sis,long,long,long,,
1,480,tit,short,UNK,short,,
1,480,-,space,space,space,,
1,480,aes,long,UNK,long,,
1,480,tus,short,short,short,,
1,480,-,space,space,space,,
1,480,et,long,long,long,,
1,480,-,space,space,space,,
1,480,ven,short,UNK,long,,
1,480,tus,long,long,long,,
1,480,-,space,space,space,,
1,480,re,short,short,short,,
1,480,tro,long,UNK,long,,
1,480,-,space,space,space,,
1,481,aes,long,UNK,long,,
1,481,tum,long,long,long,,
1,481,-,space,space,space,,
1,481,re,short,short,short,,
1,481,vo,long,long,long,,
1,481,lit,short,UNK,long,,
1,481,-,space,space,space,,
1,481,non,long,long,long,,
1,481,-,space,space,space,,
1,481,ca,short,short,short,,
1,481,pit,long,long,long,,
1,481,-,space,space,space,,
1,481,se,long,UNK,long,,
1,481,se,long,long,long,,
1,481,-,space,space,space,,
1,481,ma,short,short,short,,
1,481,re,short,UNK,short,,
1,481,-,space,space,space,,
1,482,in,short,UNK,short,,
1,482,-,space,space,space,,
1,482,as,long,long,long,,
1,482,tra,short,short,short,,
1,482,-,space,space,space,,
1,482,pon,long,long,long,,
1,482,tus,short,UNK,long,,
1,482,-,space,space,space,,
1,482,tol,long,long,long,,
1,482,li,short,short,short,,
1,482,tur,long,long,long,,
1,482,-,space,space,space,,
1,482,cae,long,UNK,long,,
1,482,lum,long,long,long,,
1,482,-,space,space,space,,
1,482,pe,short,short,short,,
1,482,rit,short,UNK,short,,
1,482,-,space,space,space,,
1,483,un,short,UNK,long,,
1,483,das,long,long,long,,
1,483,que,short,short,short,,
1,483,-,space,space,space,,
1,483,mis,long,long,long,,
1,483,cent,short,UNK,long,,
1,483,-,space,space,space,,
1,483,im,long,long,long,,
1,483,ber,short,short,short,,
1,483,-,space,space,space,,
1,483,et,long,long,long,,
1,483,-,space,space,space,,
1,483,fluc,long,UNK,long,,
1,483,tus,long,long,long,,
1,483,-,space,space,space,,
1,483,su,short,short,short,,
1,483,as,long,UNK,long,,
1,483,-,space,space,space,,
1,484,nec,short,UNK,short,,
1,484,-,space,space,space,,
1,484,hoc,long,long,long,,
1,484,-,space,space,space,,
1,484,le,short,short,short,,
1,484,va,long,long,long,,
1,484,men,short,UNK,long,,
1,484,-,space,space,space,,
1,484,de,long,long,long,,
1,484,ni,short,short,short,,
1,484,que,elision,elision,elision,,
1,484,-,space,space,space,,
1,484,ae,long,UNK,long,,
1,484,rum,short,UNK,long,,
1,484,nis,long,long,long,,
1,484,-,space,space,space,,
1,484,da,short,short,short,,
1,484,tur,short,UNK,long,,
1,484,-,space,space,space,,
1,485,pre,short,UNK,short,,
1,485,munt,long,long,long,,
1,485,-,space,space,space,,
1,485,te,short,short,short,,
1,485,ne,long,long,long,,
1,485,brae,long,UNK,long,,
1,485,-,space,space,space,,
1,485,lu,long,long,long,,
1,485,mi,short,short,short,,
1,485,na,elision,elision,elision,,
1,485,-,space,space,space,,
1,485,et,long,long,long,,
1,485,-,space,space,space,,
1,485,di,long,UNK,long,,
1,485,rae,long,UNK,long,,
1,485,-,space,space,space,,
1,485,sty,short,short,short,,
1,485,gis,short,UNK,short,,
1,485,-,space,space,space,,
1,486,in,long,UNK,long,,
1,486,fer,long,long,long,,
1,486,na,short,short,short,,
1,486,-,space,space,space,,
1,486,nox,long,long,long,,
1,486,-,space,space,space,,
1,486,est,short,UNK,long,,
1,486,-,space,space,space,,
1,486,ex,long,long,long,,
1,486,ci,short,short,short,,
1,486,dunt,long,long,long,,
1,486,-,space,space,space,,
1,486,ig,short,UNK,long,,
1,486,nes,long,long,long,,
1,486,-,space,space,space,,
1,486,ta,short,short,short,,
1,486,men,short,UNK,short,,
1,486,-,space,space,space,,
1,487,et,short,UNK,short,,
1,487,-,space,space,space,,
1,487,nu,long,long,long,,
1,487,be,short,short,short,,
1,487,-,space,space,space,,
1,487,di,long,long,long,,
1,487,rum,short,UNK,long,,
1,487,-,space,space,space,,
1,487,ful,long,long,long,,
1,487,men,short,short,short,,
1,487,-,space,space,space,,
1,487,e,long,long,long,,
1,487,li,long,UNK,long,,
1,487,sa,long,long,long,,
1,487,-,space,space,space,,
1,487,mi,short,short,short,,
1,487,cat,short,UNK,long,,
1,487,-,space,space,space,,
1,488,mi,short,short,short,,
1,488,se,short,short,short,,
1,488,ris,long,long,long,,
1,488,que,short,short,short,,
1,488,-,space,space,space,,
1,488,lu,long,long,long,,
1,488,cis,short,UNK,long,,
1,488,-,space,space,space,,
1,488,tan,long,long,long,,
1,488,ta,short,short,short,,
1,488,-,space,space,space,,
1,488,dul,long,long,long,,
1,488,ce,short,UNK,short,,
1,488,do,elision,elision,elision,,
1,488,-,space,space,space,,
1,488,est,long,long,long,,
1,488,-,space,space,space,,
1,488,ma,short,short,short,,
1,488,lae,long,UNK,long,,
1,488,-,space,space,space,,
1,489,hoc,short,UNK,short,,
1,489,-,space,space,space,,
1,489,lu,long,long,long,,
1,489,men,short,short,short,,
1,489,-,space,space,space,,
1,489,op,long,long,long,,
1,489,tant,short,UNK,long,,
1,489,-,space,space,space,,
1,489,ip,long,long,long,,
1,489,sa,short,short,short,,
1,489,-,space,space,space,,
1,489,se,long,long,long,,
1,489,-,space,space,space,,
1,489,clas,short,UNK,long,,
1,489,sis,long,long,long,,
1,489,-,space,space,space,,
1,489,pre,short,short,short,,
1,489,mit,short,UNK,short,,
1,489,-,space,space,space,,
1,490,il,short,UNK,long,,
1,490,lam,long,long,long,,
1,490,-,space,space,space,,
1,490,de,short,short,short,,
1,490,his,long,long,long,,
1,490,cens,long,UNK,long,,
1,490,-,space,space,space,,
1,490,pon,long,long,long,,
1,490,tus,short,short,short,,
1,490,-,space,space,space,,
1,490,in,long,long,long,,
1,490,-,space,space,space,,
1,490,prae,long,UNK,long,,
1,490,ceps,long,long,long,,
1,490,-,space,space,space,,
1,490,ra,short,short,short,,
1,490,pit,short,UNK,short,,
1,490,-,space,space,space,,
1,491,hau,long,UNK,long,,
