title,line,syllable,length,comment1,comment2,anceps
1,449,tan,long,,,long
1,449,gens,long,,,UNK
1,449,-,space,,,space
1,449,ros,long,,,long
1,449,tra,short,,,short
1,449,-,space,,,space
1,449,las,long,,,long
1,449,ci,long,,,UNK
1,449,vit,long,,,long
1,449,-,space,,,space
1,449,cho,short,,,short
1,449,rus,short,,,UNK
1,449,-,space,,,space
1,450,mil,long,,,UNK
1,450,le,long,,,long
1,450,si,short,,,short
1,450,mam,long,,,long
1,450,-,space,,,space
1,450,nunc,short,,,UNK
1,450,-,space,,,space
1,450,am,long,,,long
1,450,bit,short,,,short
1,450,-,space,,,space
1,450,et,long,,,long
1,450,-,space,,,space
1,450,lus,long,,,UNK
1,450,trat,long,,,long
1,450,-,space,,,space
1,450,ra,short,,,short
1,450,tem,short,,,UNK
1,451,iam,short,,,UNK
1,451,-,space,,,space
1,451,li,long,,,long
1,451,tus,short,,,short
1,451,-,space,,,space
1,451,om,long,,,long
1,451,ne,short,,,UNK
1,451,-,space,,,space
1,451,te,short,,,short
1,451,gi,short,,,short
1,451,tur,short,,,short
1,451,-,space,,,space
1,451,et,long,,,long
1,451,-,space,,,space
1,451,cam,short,,,UNK
1,451,pi,long,,,long
1,451,-,space,,,space
1,451,la,short,,,short
1,451,tent,short,,,UNK
1,451,-,space,,,space
1,452,et,short,,,UNK
1,452,-,space,,,space
1,452,du,short,,,short
1,452,bi,short,,,short
1,452,a,short,,,short
1,452,-,space,,,space
1,452,pe,short,,,short
1,452,re,short,,,short
1,452,unt,short,,,UNK
1,452,-,space,,,space
1,452,mon,long,,,long
1,452,tis,short,,,short
1,452,-,space,,,space
1,452,i,long,,,long
1,452,dae,long,,,UNK
1,452,i,long,,,long
1,452,-,space,,,space
1,452,iu,short,,,short
1,452,ga,short,,,UNK
1,452,-,space,,,space
1,453,et,short,,,UNK
1,453,-,space,,,space
1,453,vix,long,,,long
1,453,-,space,,,space
1,453,quod,short,,,short
1,453,-,space,,,space
1,453,u,long,,,long
1,453,num,short,,,UNK
1,453,-,space,,,space
1,453,per,long,,,long
1,453,vi,short,,,short
1,453,cax,long,,,long
1,453,-,space,,,space
1,453,a,short,,,short
1,453,ci,short,,,short
1,453,es,long,,,long
1,453,-,space,,,space
1,453,vi,short,,,short
1,453,det,short,,,UNK
1,453,-,space,,,space
1,454,i,long,,,UNK
1,454,li,short,,,short
1,454,a,short,,,short
1,454,cus,short,,,short
1,454,-,space,,,space
1,454,a,long,,,long
1,454,tra,long,?,ablative?,UNK
1,454,-,space,,,space
1,454,fu,long,,,long
1,454,mus,short,,,short
1,454,-,space,,,space
1,454,ap,long,,,long
1,454,pa,long,,,UNK
1,454,ret,long,,,long
1,454,-,space,,,space
1,454,no,short,,,short
1,454,ta,long,?,ablative?,UNK
1,454,-,space,,,space
1,455,iam,short,,,UNK
1,455,-,space,,,space
1,455,las,long,,,long
1,455,sa,short,,,short
1,455,-,space,,,space
1,455,ti,long,,,long
1,455,tan,long,?,Pinkster says long,UNK
1,455,-,space,,,space
1,455,col,long,,,long
1,455,la,short,,,short
1,455,-,space,,,space
1,455,re,short,,,short
1,455,le,short,,,short
1,455,va,long,,,UNK
1,455,bat,long,,,long
1,455,-,space,,,space
1,455,iu,short,,,short
1,455,go,long,,,UNK
1,455,-,space,,,space
1,456,in,short,,,UNK
1,456,-,space,,,space
1,456,as,long,,,long
1,456,tra,short,,,short
1,456,-,space,,,space
1,456,iam,long,,,long
1,456,-,space,,,space
1,456,lux,long,,,UNK
1,456,-,space,,,space
1,456,pro,long,,,long
1,456,na,short,,,short
1,456,-,space,,,space
1,456,iam,long,,,long
1,456,-,space,,,space
1,456,prae,long,,,UNK
1,456,ceps,long,,,long
1,456,di,short,,,short
1,456,es,long,,,UNK
1,456,-,space,,,space
1,457,ex,short,,,UNK
1,457,i,short,,,short
1,457,gu,short,,,short
1,457,a,short,,,short
1,457,-,space,,,space
1,457,nu,long,,,long
1,457,bes,long,,,UNK
1,457,-,space,,,space
1,457,sor,long,,,long
1,457,di,short,,,short
1,457,do,long,,,long
1,457,-,space,,,space
1,457,cres,long,,,UNK
1,457,cens,long,,,long
1,457,-,space,,,space
1,457,glo,short,,,short
1,457,bo,long,,,UNK
1,457,-,space,,,space
1,458,ni,short,,,short
1,458,ti,short,,,short
1,458,dum,long,,,long
1,458,-,space,,,space
1,458,ca,short,,,short
1,458,den,long,,,long
1,458,tis,short,,,UNK
1,458,-,space,,,space
1,458,in,long,,,long
1,458,qui,short,,,short
1,458,nat,long,,,long
1,458,-,space,,,space
1,458,phoe,long,?,diphthong?,UNK
1,458,bi,long,,,long
1,458,-,space,,,space
1,458,iu,short,,,short
1,458,bar,short,,,UNK
1,458,-,space,,,space
1,459,sus,short,,,UNK
1,459,pec,long,,,long
1,459,ta,short,,,short
1,459,-,space,,,space
1,459,va,short,,,short
1,459,ri,short,,,short
1,459,us,short,,,UNK
1,459,-,space,,,space
1,459,oc,long,,,long
1,459,ci,short,,,short
1,459,dens,long,,,long
1,459,-,space,,,space
1,459,fe,long,,,UNK
1,459,cit,long,,,long
1,459,-,space,,,space
1,459,fre,short,,,short
1,459,ta,short,,,UNK
1,459,-,space,,,space
1,460,nox,short,,,UNK
1,460,-,space,,,space
1,460,pri,long,,,long
1,460,ma,short,,,short
1,460,-,space,,,space
1,460,cae,long,,,UNK
1,460,lum,short,,,UNK
1,460,-,space,,,space
1,460,spar,long,,,long
1,460,se,short,,,short
1,460,rat,long,,,long
1,460,-,space,,,space
1,460,stel,long,,,UNK
1,460,lis,long,,,long
1,460,-,space,,,space
1,460,ia,short,,,short
1,460,cent,short,,,UNK
1,460,-,space,,,space
1,461,de,long,,,UNK
1,461,ser,long,,,long
1,461,ta,short,,,short
1,461,-,space,,,space
1,461,ven,long,,,long
1,461,to,long,,,UNK
1,461,-,space,,,space
1,461,ve,long,,,long
1,461,la,short,,,short
1,461,-,space,,,space
1,461,tum,long,,,long
1,461,-,space,,,space
1,461,mur,short,,,UNK
1,461,mur,long,,,long
1,461,-,space,,,space
1,461,gra,short,,,short
1,461,ve,short,,,UNK
1,461,-,space,,,space
1,462,ma,long,,,UNK
1,462,io,long,,,long
1,462,ra,short,,,short
1,462,-,space,,,space
1,462,mi,short,,,short
1,462,ni,short,,,short
1,462,tans,long,,,UNK
1,462,-,space,,,space
1,462,col,long,,,long
1,462,li,short,,,short
1,462,bus,long,,,long
1,462,-,space,,,space
1,462,sum,short,,,UNK
1,462,mis,long,,,long
1,462,-,space,,,space
1,462,ca,short,,,short
1,462,dit,short,,,UNK
1,462,-,space,,,space
1,463,trac,short,,,UNK
1,463,tu,long,,,long
1,463,que,short,,,short
1,463,-,space,,,space
1,463,lon,long,,,long
1,463,go,long,,,UNK
1,463,-,space,,,space
1,463,li,long,,,long
1,463,tus,short,,,short
1,463,-,space,,,space
1,463,ac,long,,,long
1,463,-,space,,,space
1,463,pe,short,,,UNK
1,463,trae,long,,,UNK
1,463,-,space,,,space
1,463,ge,short,,,short
1,463,munt,short,,,UNK
1,463,-,space,,,space
1,464,a,short,,,short
1,464,gi,short,,,short
1,464,ta,long,,,long
1,464,ta,short,,,short
1,464,-,space,,,space
1,464,ven,long,,,long
1,464,tis,long,,,UNK
1,464,-,space,,,space
1,464,un,long,,,long
1,464,da,short,,,short
1,464,-,space,,,space
1,464,ven,long,,,long
1,464,tu,long,,,UNK
1,464,ris,long,,,long
1,464,-,space,,,space
1,464,tu,short,,,short
1,464,met,short,,,UNK
1,464,-,space,,,space
1,465,nec,short,,,UNK
1,465,-,space,,,space
1,465,u,long,,,long
1,465,na,short,,,short
1,465,-,space,,,space
1,465,nox,long,,,long
1,465,-,space,,,space
1,465,est,short,,,UNK
1,465,-,space,,,space
1,465,den,long,,,long
1,465,sa,short,,,short
1,465,-,space,,,space
1,465,te,short,,,short
1,465,ne,short,,,short
1,465,bras,long,,,UNK
1,465,-,space,,,space
1,465,ob,long,,,long
1,465,ru,short,,,short
1,465,it,short,,,UNK
1,465,-,space,,,space
1,466,ca,long,,,UNK
1,466,li,long,,,long
1,466,go,elision,,,elision
1,466,-,space,,,space
1,466,et,short,,,short
1,466,-,space,,,space
1,466,om,long,,,long
1,466,ni,long,,,UNK
1,466,-,space,,,space
1,466,lu,long,,,long
1,466,ce,short,,,short
1,466,-,space,,,space
1,466,sub,long,,,long
1,466,duc,short,,,UNK
1,466,ta,long,,,long
1,466,-,space,,,space
1,466,fre,short,,,short
1,466,tum,short,,,UNK
1,466,-,space,,,space
1,467,cae,long,,,UNK
1,467,lum,long,,,long
1,467,que,short,,,short
1,467,-,space,,,space
1,467,mis,long,,,long
1,467,cet,short,,,UNK
1,467,-,space,,,space
1,467,un,long,,,long
1,467,di,short,,,short
1,467,que,elision,,,elision
1,467,-,space,,,space
1,467,in,long,,,long
1,467,cum,short,,,UNK
1,467,bunt,long,,,long
1,467,-,space,,,space
1,467,si,short,,,short
1,467,mul,short,,,UNK
1,467,-,space,,,space
1,468,ra,short,,,short
1,468,pi,short,,,short
1,468,unt,long,,,long
1,468,que,short,,,short
1,468,-,space,,,space
1,468,pe,short,,,short
1,468,la,short,,,short
1,468,gus,short,,,UNK
1,468,-,space,,,space
1,468,in,long,,,long
1,468,fi,short,,,short
1,468,mo,elision,,,elision
1,468,-,space,,,space
1,468,e,long,,,long
1,468,ver,short,,,UNK
1,468,sum,long,,,long
1,468,-,space,,,space
1,468,so,short,,,short
1,468,lo,long,,,UNK
1,468,-,space,,,space
1,469,ad,short,,,UNK
1,469,ver,long,,,long
1,469,sus,short,,,short
1,469,-,space,,,space
1,469,eu,short,,,short
1,469,ro,short,,,short
1,469,-,space,,,space
1,469,zep,short,,,short
1,469,hy,short,,,short
1,469,rus,short,,,short
1,469,-,space,,,space
1,469,et,long,,,long
1,469,-,space,,,space
1,469,bo,short,,,short
1,469,re,short,,,short
1,469,ae,long,,,UNK
1,469,-,space,,,space
1,469,no,short,,,short
1,469,tus,short,?,name? Wind?,UNK
1,469,-,space,,,space
1,470,su,short,,,short
1,470,a,short,,,short
1,470,-,space,,,space
1,470,quis,long,,,long
1,470,que,short,,,short
1,470,-,space,,,space
1,470,mit,long,,,long
1,470,tunt,short,,,UNK
1,470,-,space,,,space
1,470,te,long,,,long
1,470,la,elision,,,elision
1,470,-,space,,,space
1,470,et,short,,,short
1,470,-,space,,,space
1,470,in,long,,,long
1,470,fes,short,,,UNK
1,470,ti,long,,,long
1,470,-,space,,,space
1,470,fre,short,,,short
1,470,tum,short,,,UNK
1,470,-,space,,,space
1,471,e,long,,,UNK
1,471,mo,long,,,long
1,471,li,short,,,short
1,471,un,long,,,long
1,471,tur,short,,,UNK
1,471,-,space,,,space
1,471,tur,long,,,long
1,471,bo,short,,,short
1,471,-,space,,,space
1,471,con,long,,,long
1,471,vo,short,,,UNK
1,471,lit,long,,,long
1,471,-,space,,,space
1,471,ma,short,,,short
1,471,re,short,,,UNK
1,471,-,space,,,space
1,472,li,short,,,short
1,472,by,short,,,short
1,472,cus,long,,,long
1,472,-,space,,,space
1,472,que,elision,,,elision
1,472,ha,short,,,short
1,472,re,long,,,long
1,472,nas,long,,,UNK
1,472,-,space,,,space
1,472,aus,long,,,UNK
1,472,ter,short,,,short
1,472,-,space,,,space
1,472,ac,long,,,long
1,472,-,space,,,space
1,472,syr,short,,,UNK
1,472,tes,long,,,long
1,472,-,space,,,space
1,472,a,short,,,short
1,472,git,short,,,UNK
1,472,-,space,,,space
1,473,nec,short,,,UNK
1,473,-,space,,,space
1,473,ma,short,,,short
1,473,net,short,,,short
1,473,-,space,,,space
1,473,in,short,,,short
1,473,-,space,,,space
1,473,aus,long,,,UNK
1,473,tro,long,,,UNK
1,473,-,space,,,space
1,473,fit,long,,,long
1,473,gra,short,,,short
1,473,vis,long,,,long
1,473,-,space,,,space
1,473,nim,short,,,UNK
1,473,bis,long,,,long
1,473,-,space,,,space
1,473,no,short,,,short
1,473,tus,short,,,UNK
1,473,-,space,,,space
1,474,im,short,,,UNK
1,474,bre,elision,,,elision
1,474,-,space,,,space
1,474,au,long,,,UNK
1,474,get,short,,,short
1,474,-,space,,,space
1,474,un,long,,,long
1,474,das,long,,,UNK
1,474,-,space,,,space
1,474,eu,long,,,long
1,474,rus,short,,,short
1,474,-,space,,,space
1,474,o,short,,,short
1,474,ri,short,,,short
1,474,en,short,,,UNK
1,474,tem,long,,,long
1,474,-,space,,,space
1,474,mo,short,,,short
1,474,vet,short,,,UNK
1,474,-,space,,,space
1,475,na,short,,,short
1,475,ba,short,,,short
1,475,tae,long,,,UNK
1,475,a,short,,,short
1,475,-,space,,,space
1,475,qua,short,,,short
1,475,ti,short,,,short
1,475,ens,long,,,UNK
1,475,-,space,,,space
1,475,reg,long,,,long
1,475,na,elision,,,elision
1,475,-,space,,,space
1,475,et,short,,,short
1,475,-,space,,,space
1,475,e,long,,,long
1,475,o,short,?,,UNK
1,475,os,long,,,long
1,475,-,space,,,space
1,475,si,short,,,short
1,475,nus,short,,,UNK
1,475,-,space,,,space
1,476,quid,short,,,UNK
1,476,ra,short,,,short
1,476,bi,short,,,short
1,476,dus,short,,,short
1,476,-,space,,,space
1,476,o,long,,,long
1,476,ra,long,?,Plural accusative?,UNK
1,476,-,space,,,space
1,476,co,long,,,long
1,476,rus,short,,,short
1,476,-,space,,,space
1,476,o,long,,,long
1,476,ce,short,,,short
1,476,a,short,,,short
1,476,no,elision,,,elision
1,476,-,space,,,space
1,476,ex,long,,,long
1,476,e,short,,,short
1,476,rens,long,,,UNK
1,476,-,space,,,space
1,477,mun,short,,,UNK
1,477,dum,long,,,long
1,477,-,space,,,space
1,477,re,short,,,short
1,477,vel,long,,,long
1,477,li,long,,,UNK
1,477,-,space,,,space
1,477,se,long,,,long
1,477,di,short,,,short
1,477,bus,long,,,long
1,477,-,space,,,space
1,477,to,long,,,UNK
1,477,tum,long,,,long
1,477,-,space,,,space
1,477,su,short,,,short
1,477,is,long,,,UNK
1,477,-,space,,,space
1,478,ip,short,,,UNK
1,478,sos,long,,,long
1,478,que,short,,,short
1,478,-,space,,,space
1,478,rup,long,,,long
1,478,to,long,,,UNK
1,478,-,space,,,space
1,478,cre,long,,,long
1,478,de,short,,,short
1,478,res,long,,,long
1,478,-,space,,,space
1,478,cae,long,,,UNK
1,478,lo,long,,,long
1,478,-,space,,,space
1,478,de,short,,,short
1,478,os,long,,,UNK
1,478,-,space,,,space
1,479,de,long,,,UNK
1,479,ci,short,,,short
1,479,de,short,,,short
1,479,re,elision,,,elision
1,479,-,space,,,space
1,479,et,short,,,short
1,479,-,space,,,space
1,479,a,long,,,long
1,479,trum,short,,,UNK
1,479,-,space,,,space
1,479,re,long,,,long
1,479,bus,short,,,short
1,479,-,space,,,space
1,479,in,long,,,long
1,479,-,space,,,space
1,479,du,long,,,UNK
1,479,ci,long,,,long
1,479,-,space,,,space
1,479,cha,short,,,short
1,479,os,short,,,UNK
1,479,-,space,,,space
1,480,ven,short,,,UNK
1,480,to,long,,,long
1,480,-,space,,,space
1,480,re,short,,,short
1,480,sis,long,,,long
1,480,tit,short,,,UNK
1,480,-,space,,,space
1,480,aes,long,,,UNK
1,480,tus,short,,,short
1,480,-,space,,,space
1,480,et,long,,,long
1,480,-,space,,,space
1,480,ven,short,,,UNK
1,480,tus,long,,,long
1,480,-,space,,,space
1,480,re,short,,,short
1,480,tro,long,,,UNK
1,480,-,space,,,space
1,481,aes,long,,,UNK
1,481,tum,long,,,long
1,481,-,space,,,space
1,481,re,short,,,short
1,481,vo,long,,,long
1,481,lit,short,,,UNK
1,481,-,space,,,space
1,481,non,long,,,long
1,481,-,space,,,space
1,481,ca,short,,,short
1,481,pit,long,,,long
1,481,-,space,,,space
1,481,se,long,,,UNK
1,481,se,long,,,long
1,481,-,space,,,space
1,481,ma,short,,,short
1,481,re,short,,,UNK
1,481,-,space,,,space
1,482,in,short,,,UNK
1,482,-,space,,,space
1,482,as,long,,,long
1,482,tra,short,,,short
1,482,-,space,,,space
1,482,pon,long,,,long
1,482,tus,short,,,UNK
1,482,-,space,,,space
1,482,tol,long,,,long
1,482,li,short,,,short
1,482,tur,long,,,long
1,482,-,space,,,space
1,482,cae,long,,,UNK
1,482,lum,long,,,long
1,482,-,space,,,space
1,482,pe,short,,,short
1,482,rit,short,,,UNK
1,482,-,space,,,space
1,483,un,short,,,UNK
1,483,das,long,,,long
1,483,que,short,,,short
1,483,-,space,,,space
1,483,mis,long,,,long
1,483,cent,short,,,UNK
1,483,-,space,,,space
1,483,im,long,,,long
1,483,ber,short,,,short
1,483,-,space,,,space
1,483,et,long,,,long
1,483,-,space,,,space
1,483,fluc,long,,,UNK
1,483,tus,long,,,long
1,483,-,space,,,space
1,483,su,short,,,short
1,483,as,long,,,UNK
1,483,-,space,,,space
1,484,nec,short,,,UNK
1,484,-,space,,,space
1,484,hoc,long,,,long
1,484,-,space,,,space
1,484,le,short,,,short
1,484,va,long,,,long
1,484,men,short,,,UNK
1,484,-,space,,,space
1,484,de,long,,,long
1,484,ni,short,,,short
1,484,que,elision,,,elision
1,484,-,space,,,space
1,484,ae,long,,,UNK
1,484,rum,short,,,UNK
1,484,nis,long,,,long
1,484,-,space,,,space
1,484,da,short,,,short
1,484,tur,short,,,UNK
1,484,-,space,,,space
1,485,pre,short,,,UNK
1,485,munt,long,,,long
1,485,-,space,,,space
1,485,te,short,,,short
1,485,ne,long,,,long
1,485,brae,long,,,UNK
1,485,-,space,,,space
1,485,lu,long,,,long
1,485,mi,short,,,short
1,485,na,elision,,,elision
1,485,-,space,,,space
1,485,et,long,,,long
1,485,-,space,,,space
1,485,di,long,,,UNK
1,485,rae,long,,,UNK
1,485,-,space,,,space
1,485,sty,short,,,short
1,485,gis,short,,,UNK
1,485,-,space,,,space
1,486,in,long,,,UNK
1,486,fer,long,,,long
1,486,na,short,,,short
1,486,-,space,,,space
1,486,nox,long,,,long
1,486,-,space,,,space
1,486,est,short,,,UNK
1,486,-,space,,,space
1,486,ex,long,,,long
1,486,ci,short,,,short
1,486,dunt,long,,,long
1,486,-,space,,,space
1,486,ig,short,,,UNK
1,486,nes,long,,,long
1,486,-,space,,,space
1,486,ta,short,,,short
1,486,men,short,,,UNK
1,486,-,space,,,space
1,487,et,short,,,UNK
1,487,-,space,,,space
1,487,nu,long,,,long
1,487,be,short,,,short
1,487,-,space,,,space
1,487,di,long,,,long
1,487,rum,short,,,UNK
1,487,-,space,,,space
1,487,ful,long,,,long
1,487,men,short,,,short
1,487,-,space,,,space
1,487,e,long,,,long
1,487,li,long,,,UNK
1,487,sa,long,,,long
1,487,-,space,,,space
1,487,mi,short,,,short
1,487,cat,short,,,UNK
1,487,-,space,,,space
1,488,mi,short,,,short
1,488,se,short,,,short
1,488,ris,long,,,long
1,488,que,short,,,short
1,488,-,space,,,space
1,488,lu,long,,,long
1,488,cis,short,,,UNK
1,488,-,space,,,space
1,488,tan,long,,,long
1,488,ta,short,,,short
1,488,-,space,,,space
1,488,dul,long,,,long
1,488,ce,short,,,UNK
1,488,do,elision,,,elision
1,488,-,space,,,space
1,488,est,long,,,long
1,488,-,space,,,space
1,488,ma,short,,,short
1,488,lae,long,,,UNK
1,488,-,space,,,space
1,489,hoc,short,,,UNK
1,489,-,space,,,space
1,489,lu,long,,,long
1,489,men,short,,,short
1,489,-,space,,,space
1,489,op,long,,,long
1,489,tant,short,,,UNK
1,489,-,space,,,space
1,489,ip,long,,,long
1,489,sa,short,,,short
1,489,-,space,,,space
1,489,se,long,,,long
1,489,-,space,,,space
1,489,clas,short,,,UNK
1,489,sis,long,,,long
1,489,-,space,,,space
1,489,pre,short,,,short
1,489,mit,short,,,UNK
1,489,-,space,,,space
1,490,il,short,,,UNK
1,490,lam,long,,,long
1,490,-,space,,,space
1,490,de,short,,,short
1,490,his,long,,,long
1,490,cens,long,,,UNK
1,490,-,space,,,space
1,490,pon,long,,,long
1,490,tus,short,,,short
1,490,-,space,,,space
1,490,in,long,,,long
1,490,-,space,,,space
1,490,prae,long,,,UNK
1,490,ceps,long,,,long
1,490,-,space,,,space
1,490,ra,short,,,short
1,490,pit,short,,,UNK
1,490,-,space,,,space
1,491,hau,long,,,UNK
1,491,rit,long,,,long
1,491,que,elision,,,elision
1,491,-,space,,,space
1,491,et,short,,,short
1,491,-,space,,,space
1,491,al,long,,,long
1,491,to,long,,,UNK
1,491,-,space,,,space
1,491,red,long,,,long
1,491,di,short,,,short
1,491,tam,long,,,long
1,491,-,space,,,space
1,491,re,short,,,short
1,491,vo,short,,,short
1,491,mit,long,,,long
1,491,-,space,,,space
1,491,ma,short,,,short
1,491,ri,long,,,UNK
1,491,-,space,,,space
1,492,haec,long,?,diphthong?,UNK
1,492,-,space,,,space
1,492,o,short,,,short
1,492,ne,short,,,short
1,492,re,short,,,short
1,492,-,space,,,space
1,492,si,long,,,long
1,492,dit,short,,,UNK
1,492,-,space,,,space
1,492,il,long,,,long
1,492,la,short,,,short
1,492,-,space,,,space
1,492,con,long,,,long
1,492,vul,short,,,UNK
1,492,sum,long,,,long
1,492,-,space,,,space
1,492,la,short,,,short
1,492,tus,short,,,UNK
1,492,-,space,,,space
1,493,sub,short,,,UNK
1,493,mit,long,,,long
1,493,tit,short,,,short
1,493,-,space,,,space
1,493,un,long,,,long
1,493,dis,long,,,UNK
1,493,-,space,,,space
1,493,fluc,long,,,long
1,493,tus,short,,,short
1,493,-,space,,,space
1,493,hanc,long,,,long
1,493,-,space,,,space
1,493,de,short,,,short
1,493,ci,short,,,short
1,493,mus,long,,,long
1,493,-,space,,,space
1,493,te,short,,,short
1,493,git,short,?,diphthong?,UNK
1,493,-,space,,,space
1,494,haec,long,?,diphthong?,UNK
1,494,-,space,,,space
1,494,la,short,,,short
1,494,ce,short,,,short
1,494,ra,elision,,,elision
1,494,-,space,,,space
1,494,et,short,,,short
1,494,-,space,,,space
1,494,om,long,,,long
1,494,ni,long,,,UNK
1,494,-,space,,,space
1,494,de,short,,,short
1,494,co,short,,,short
1,494,re,short,,,short
1,494,-,space,,,space
1,494,po,short,,,short
1,494,pu,short,,,short
1,494,la,long,,,UNK
1,494,to,long,,,long
1,494,-,space,,,space
1,494,le,short,,,short
1,494,vis,short,?,nom?,UNK
1,494,-,space,,,space
1,495,flu,short,,,short
1,495,i,short,,,short
1,495,tat,long,,,long
1,495,-,space,,,space
1,495,nec,short,,,short
1,495,-,space,,,space
1,495,il,long,,,long
1,495,li,short,?,adverb?,UNK
1,495,-,space,,,space
1,495,ve,long,,,long
1,495,la,short,,,short
1,495,-,space,,,space
1,495,nec,long,,,long
1,495,-,space,,,space
1,495,ton,long,,,UNK
1,495,sae,long,,,UNK
1,495,-,space,,,space
1,495,ma,short,,,short
1,495,nent,short,,,UNK
1,495,-,space,,,space
1,496,nec,short,,,UNK
1,496,-,space,,,space
1,496,rec,long,,,long
1,496,tus,short,,,short
1,496,-,space,,,space
1,496,al,long,,,long
1,496,tas,long,,,UNK
1,496,-,space,,,space
1,496,ma,long,,,long
1,496,lus,short,,,short
1,496,-,space,,,space
1,496,an,long,,,long
1,496,tem,short,,,UNK
1,496,nas,long,,,long
1,496,-,space,,,space
1,496,fe,short,,,short
1,496,rens,long,,,UNK
1,496,-,space,,,space
1,497,nil,long,,,UNK
1,497,-,space,,,space
1,497,ra,short,,,short
1,497,ti,short,,,short
1,497,o,elision,,,elision
1,497,-,space,,,space
1,497,et,short,,,short
1,497,-,space,,,space
1,497,u,long,,,long
1,497,sus,short,,,UNK
1,497,-,space,,,space
1,497,au,long,,,UNK
1,497,det,short,,,short
1,497,-,space,,,space
1,497,ars,long,,,long
1,497,-,space,,,space
1,497,ces,short,,,UNK
1,497,sit,long,,,long
1,497,-,space,,,space
1,497,ma,short,,,short
1,497,lis,long,,,UNK
1,497,-,space,,,space
1,498,te,short,,,short
1,498,net,short,,,short
1,498,-,space,,,space
1,498,hor,long,,,long
1,498,ror,short,,,short
1,498,-,space,,,space
1,498,ar,long,,,long
1,498,tus,short,,,UNK
1,498,-,space,,,space
1,498,om,long,,,long
1,498,nis,short,,,short
1,498,-,space,,,space
1,498,of,long,,,long
1,498,fi,short,,,short
1,498,ci,short,,,short
1,498,o,long,,,long
1,498,-,space,,,space
1,498,stu,short,,,short
1,498,pet,short,,,UNK
1,498,-,space,,,space
1,499,na,long,,,UNK
1,499,vi,short,,,short
1,499,ta,short,,,short
1,499,-,space,,,space
1,499,re,short,,,short
1,499,lic,long,,,long
1,499,to,long,,,UNK
1,499,-,space,,,space
1,499,re,long,,,long
1,499,mus,short,,,short
1,499,-,space,,,space
1,499,ef,long,,,long
1,499,fu,short,,,UNK
1,499,git,long,,,long
1,499,-,space,,,space
1,499,ma,short,,,short
1,499,nus,short,,,UNK
1,499,-,space,,,space
1,500,in,short,,,UNK
1,500,-,space,,,space
1,500,vo,long,,,long
1,500,ta,short,,,short
1,500,-,space,,,space
1,500,mi,short,,,short
1,500,se,short,,,short
1,500,ros,long,,,UNK
1,500,-,space,,,space
1,500,ul,long,,,long
1,500,ti,short,,,short
1,500,mus,long,,,long
1,500,-,space,,,space
1,500,co,long,,,UNK
1,500,git,long,,,long
1,500,-,space,,,space
1,500,ti,short,,,short
1,500,mor,short,,,UNK
1,500,-,space,,,space
1,501,e,short,,,short
1,501,a,short,,,short
1,501,dem,long,,,long
1,501,que,short,,,short
1,501,-,space,,,space
1,501,su,short,,,short
1,501,pe,short,,,short
1,501,ros,long,,,UNK
1,501,-,space,,,space
1,501,tro,long,,,long
1,501,es,short,,,short
1,501,-,space,,,space
1,501,et,long,,,long
1,501,-,space,,,space
1,501,da,short,,,short
1,501,na,short,,,short
1,501,i,long,,,long
1,501,-,space,,,space
1,501,ro,short,,,short
1,501,gant,short,,,UNK
1,501,-,space,,,space
1,502,quid,short,,,UNK
1,502,fa,long,,,long
1,502,ta,short,,,short
1,502,-,space,,,space
1,502,pos,long,,,long
1,502,sunt,short,,,UNK
1,502,-,space,,,space
1,502,in,long,,,long
1,502,vi,short,,,short
1,502,det,long,,,long
1,502,-,space,,,space
1,502,pyr,short,,,UNK
1,502,rhus,long,,,long
1,502,-,space,,,space
1,502,pa,short,,,short
1,502,tri,long,,,UNK
1,502,-,space,,,space
1,503,a,short,,,UNK
1,503,ia,long,,,long
1,503,ci,elision,,,elision
1,503,-,space,,,space
1,503,u,short,,,short
1,503,li,long,,,long
1,503,xes,long,?,long?,UNK
1,503,-,space,,,space
1,503,hec,long,,,long
1,503,to,short,,,short
1,503,ri,elision,,,elision
1,503,-,space,,,space
1,503,a,long,,,long
1,503,tri,short,?,short?,UNK
1,503,des,long,,,long
1,503,-,space,,,space
1,503,mi,short,,,short
1,503,nor,short,,,UNK
1,503,-,space,,,space
1,504,a,short,,,short
1,504,ga,short,,,short
1,504,mem,long,,,long
1,504,no,short,,,short
1,504,-,space,,,space
1,504,pri,short,,,short
1,504,a,short,,,short
1,504,mo,long,,,UNK
1,504,-,space,,,space
1,504,quis,long,,,long
1,504,quis,short,,,short
1,504,-,space,,,space
1,504,ad,long,,,long
1,504,-,space,,,space
1,504,tro,short,?,troia syllabification?,UNK
1,504,iam,long,,,long
1,504,-,space,,,space
1,504,ia,short,,,short
1,504,cet,short,,,UNK
1,504,-,space,,,space
1,505,fe,long,,,UNK
1,505,lix,long,,,long
1,505,-,space,,,space
1,505,vo,short,,,short
1,505,ca,long,,,long
1,505,tur,short,,,UNK
1,505,-,space,,,space
1,505,ca,short,,,short
1,505,de,short,,,short
1,505,re,short,,,short
1,505,-,space,,,space
1,505,qui,long,,,long
1,505,-,space,,,space
1,505,me,short,,,short
1,505,ru,short,,,short
1,505,it,long,,,long
1,505,-,space,,,space
1,505,gra,short,,,short
1,505,du,long,,,UNK
1,505,-,space,,,space
